Frequency (Hz)	Level (dB)
10077.539062	-85.860474
10120.605469	-85.964905
10163.671875	-86.007957
10206.738281	-86.033661
10249.804688	-86.053947
10292.871094	-86.178162
10335.937500	-86.191391
10379.003906	-86.054916
10422.070312	-86.263496
10465.136719	-86.392059
10508.203125	-86.314369
10551.269531	-86.319260
10594.335938	-86.394737
10637.402344	-86.368340
10680.468750	-86.437698
10723.535156	-86.472534
10766.601562	-86.494751
10809.667969	-86.465103
10852.734375	-86.452454
10895.800781	-86.486786
10938.867188	-86.522781
10981.933594	-86.477295
11025.000000	-86.483055
11068.066406	-86.457420
11111.132812	-86.418884
11154.199219	-86.454376
11197.265625	-86.450905
11240.332031	-86.321793
11283.398438	-86.292450
11326.464844	-86.311928
11369.531250	-86.297012
11412.597656	-86.242050
11455.664062	-86.240410
11498.730469	-86.303596
11541.796875	-86.243752
11584.863281	-86.138626
11627.929688	-86.099907
11670.996094	-86.042877
11714.062500	-85.986206
11757.128906	-85.978142
11800.195312	-85.993149
11843.261719	-86.130180
11886.328125	-86.163864
11929.394531	-86.110329
11972.460938	-86.054321
12015.527344	-86.089622
12058.593750	-86.109413
12101.660156	-86.178238
12144.726562	-86.208878
12187.792969	-86.196289
12230.859375	-86.254791
12273.925781	-86.343536
12316.992188	-86.333893
12360.058594	-86.343658
12403.125000	-86.391563
12446.191406	-86.425316
12489.257812	-86.394714
12532.324219	-86.496964
12575.390625	-86.477531
12618.457031	-86.399940
12661.523438	-86.465981
12704.589844	-86.539162
12747.656250	-86.543877
12790.722656	-86.484200
12833.789062	-86.565521
12876.855469	-86.626251
12919.921875	-86.604630
12962.988281	-86.682976
13006.054688	-86.772560
13049.121094	-86.871223
13092.187500	-86.893089
13135.253906	-87.015366
13178.320312	-87.025009
13221.386719	-87.123581
13264.453125	-87.221748
13307.519531	-87.379417
13350.585938	-87.495415
13393.652344	-87.517136
13436.718750	-87.646561
13479.785156	-87.784111
13522.851562	-87.848228
13565.917969	-88.020889
13608.984375	-88.066261
13652.050781	-88.177185
13695.117188	-88.214020
13738.183594	-88.310135
13781.250000	-88.537682
13824.316406	-88.597084
13867.382812	-88.607307
13910.449219	-88.771805
13953.515625	-88.910446
13996.582031	-88.949097
14039.648438	-89.014572
14082.714844	-89.013374
14125.781250	-89.132004
14168.847656	-89.249260
14211.914062	-89.288010
14254.980469	-89.364563
14298.046875	-89.408752
14341.113281	-89.473953
14384.179688	-89.470589
14427.246094	-89.593544
14470.312500	-89.759720
14513.378906	-89.792488
14556.445312	-89.737839
