Frequency (Hz)	Level (dB)
11541.796875	-99.307076
11584.863281	-101.180656
11627.929688	-104.198624
11670.996094	-107.609787
11714.062500	-109.528725
11757.128906	-110.416664
11800.195312	-111.878242
11843.261719	-113.635269
11886.328125	-115.665756
11929.394531	-116.403442
11972.460938	-116.316780
12015.527344	-116.724670
12058.593750	-117.231659
12101.660156	-117.003273
12144.726562	-116.408836
12187.792969	-116.310127
12230.859375	-116.991302
12273.925781	-116.899956
12316.992188	-116.324341
12360.058594	-116.374100
12403.125000	-116.309341
12446.191406	-116.001671
12489.257812	-115.427696
12532.324219	-115.242180
12575.390625	-115.309402
12618.457031	-115.191696
12661.523438	-114.436211
12704.589844	-114.261665
12747.656250	-115.059074
12790.722656	-114.943123
12833.789062	-114.531952
12876.855469	-114.032028
12919.921875	-114.152336
12962.988281	-114.805618
13006.054688	-114.965561
13049.121094	-114.420090
13092.187500	-114.056404
13135.253906	-114.264122
13178.320312	-114.000130
13221.386719	-113.795555
13264.453125	-113.694969
13307.519531	-114.296486
13350.585938	-114.445488
13393.652344	-113.931274
13436.718750	-113.719009
13479.785156	-114.235481
13522.851562	-114.473969
13565.917969	-115.002289
13608.984375	-114.097305
13652.050781	-114.229591
13695.117188	-115.209114
13738.183594	-115.165001
13781.250000	-115.514061
13824.316406	-115.782669
13867.382812	-116.061867
13910.449219	-116.274338
13953.515625	-116.217270
13996.582031	-116.105957
14039.648438	-116.815025
14082.714844	-117.042168
14125.781250	-117.166191
14168.847656	-117.081512
14211.914062	-116.910553
14254.980469	-117.152657
14298.046875	-117.291611
14341.113281	-117.095451
14384.179688	-116.972733
14427.246094	-116.848541
14470.312500	-116.127907
14513.378906	-115.305168
14556.445312	-115.087021
14599.511719	-115.139153
14642.578125	-114.348663
14685.644531	-113.518074
14728.710938	-113.347061
14771.777344	-113.967201
14814.843750	-113.324944
14857.910156	-112.875031
14900.976562	-112.495316
14944.042969	-112.526260
14987.109375	-112.389503
15030.175781	-111.032173
15073.242188	-110.726913
15116.308594	-111.459785
15159.375000	-111.153343
15202.441406	-110.355850
15245.507812	-109.750114
15288.574219	-109.983131
15331.640625	-110.340660
15374.707031	-109.649925
15417.773438	-108.901787
15460.839844	-109.668411
15503.906250	-109.842209
15546.972656	-109.819832
15590.039062	-109.082367
15633.105469	-108.759102
15676.171875	-109.420738
15719.238281	-110.915169
15762.304688	-116.173721
15805.371094	-126.974182
15848.437500	-130.577774
15891.503906	-129.459564
15934.570312	-128.290497
15977.636719	-129.724899
16020.703125	-130.987640
16063.769531	-129.896973
16106.835938	-129.401367
16149.902344	-130.918747
16192.968750	-132.024002
16236.035156	-130.086853
16279.101562	-128.632629
16322.167969	-129.564545
16365.234375	-131.010651
16408.300781	-130.489731
16451.367188	-130.125320
16494.433594	-131.690536
16537.500000	-132.610687
16580.566406	-130.781281
16623.632812	-129.598465
16666.699219	-131.171860
16709.765625	-133.217697
16752.832031	-131.958527
16795.898438	-130.716782
16838.964844	-131.444977
16882.031250	-133.118637
16925.097656	-132.051498
16968.164062	-130.587250
17011.230469	-132.015656
17054.296875	-133.680359
17097.363281	-132.029816
17140.429688	-131.502869
17183.496094	-133.233170
17226.562500	-134.615143
17269.628906	-132.707779
17312.695312	-131.152893
17355.761719	-132.643188
17398.828125	-134.433258
17441.894531	-132.950439
17484.960938	-132.287125
17528.027344	-134.053192
17571.093750	-135.510147
17614.160156	-133.259872
17657.226562	-131.754761
17700.292969	-133.334717
17743.359375	-135.248947
17786.425781	-133.716080
17829.492188	-132.786331
17872.558594	-134.308548
17915.625000	-135.558899
17958.691406	-133.765808
18001.757812	-132.319794
18044.824219	-133.870361
18087.890625	-135.857498
18130.957031	-134.331406
18174.023438	-133.382675
18217.089844	-135.008942
18260.156250	-136.422333
18303.222656	-134.444229
18346.289062	-132.926743
18389.355469	-134.421280
