Frequency (Hz)	Level (dB)
12489.257812	-63.359211
12532.324219	-63.593876
12575.390625	-63.628235
12618.457031	-63.684235
12661.523438	-63.248753
12704.589844	-63.141991
12747.656250	-63.339634
12790.722656	-63.503628
12833.789062	-63.567032
12876.855469	-63.331932
12919.921875	-63.206688
12962.988281	-63.001232
13006.054688	-63.325787
13049.121094	-63.791477
13092.187500	-64.082443
13135.253906	-64.076866
13178.320312	-64.061874
13221.386719	-64.167068
13264.453125	-64.326370
13307.519531	-64.669586
13350.585938	-64.999489
13393.652344	-65.092918
13436.718750	-65.113419
13479.785156	-65.052536
13522.851562	-65.117455
13565.917969	-65.268280
13608.984375	-65.294426
13652.050781	-65.367920
13695.117188	-65.574158
13738.183594	-65.723373
13781.250000	-65.806305
13824.316406	-65.975395
13867.382812	-66.176086
13910.449219	-66.180267
13953.515625	-66.392647
13996.582031	-66.667236
14039.648438	-66.770241
14082.714844	-66.734528
14125.781250	-66.774414
14168.847656	-66.938683
14211.914062	-66.652527
14254.980469	-66.681259
14298.046875	-66.626839
14341.113281	-66.532333
14384.179688	-66.516594
14427.246094	-66.608391
14470.312500	-66.721130
14513.378906	-66.876198
14556.445312	-67.035553
14599.511719	-67.195190
14642.578125	-67.334915
14685.644531	-67.291908
14728.710938	-67.186829
14771.777344	-67.317802
14814.843750	-67.383713
14857.910156	-67.495331
14900.976562	-67.585999
14944.042969	-67.496162
14987.109375	-67.511772
15030.175781	-67.896858
15073.242188	-68.151512
15116.308594	-68.158394
15159.375000	-68.299492
15202.441406	-68.604790
15245.507812	-68.615906
15288.574219	-68.439240
15331.640625	-68.149872
15374.707031	-68.514816
15417.773438	-68.685127
15460.839844	-68.661728
15503.906250	-68.500267
15546.972656	-68.144913
15590.039062	-64.570816
15633.105469	-59.676979
15676.171875	-59.933693
15719.238281	-65.498222
15762.304688	-73.956856
15805.371094	-83.339287
15848.437500	-87.998947
15891.503906	-93.888359
15934.570312	-95.937935
15977.636719	-96.216812
16020.703125	-96.074379
16063.769531	-95.527863
16106.835938	-94.748642
16149.902344	-94.071640
16192.968750	-93.640167
16236.035156	-93.406746
16279.101562	-93.228317
16322.167969	-93.030396
16365.234375	-93.111732
16408.300781	-93.906502
16451.367188	-95.962074
16494.433594	-99.804031
16537.500000	-104.683250
16580.566406	-105.797470
16623.632812	-105.903450
16666.699219	-108.674225
16709.765625	-113.654106
16752.832031	-115.115326
16795.898438	-115.786781
16838.964844	-119.625107
16882.031250	-127.727791
16925.097656	-131.242599
16968.164062	-128.834869
17011.230469	-128.670258
17054.296875	-129.198944
17097.363281	-127.349564
17140.429688	-126.779549
17183.496094	-128.690735
17226.562500	-132.433105
17269.628906	-132.299072
17312.695312	-131.559433
17355.761719	-132.196732
17398.828125	-132.662125
17441.894531	-131.607330
17484.960938	-131.086014
17528.027344	-131.884750
17571.093750	-133.521393
17614.160156	-132.735718
17657.226562	-131.904602
17700.292969	-132.874191
17743.359375	-133.644150
17786.425781	-133.041199
17829.492188	-132.519272
17872.558594	-133.076477
17915.625000	-134.100845
17958.691406	-132.742233
18001.757812	-132.251892
18044.824219	-133.496872
18087.890625	-134.098755
18130.957031	-133.365601
18174.023438	-132.724854
18217.089844	-133.380920
18260.156250	-134.281204
18303.222656	-133.566101
18346.289062	-133.168060
18389.355469	-133.840942
18432.421875	-134.282135
18475.488281	-133.987030
18518.554688	-133.841187
18561.621094	-134.179886
18604.687500	-134.794128
18647.753906	-134.164307
18690.820312	-133.692566
18733.886719	-134.493607
18776.953125	-134.979324
18820.019531	-134.634949
18863.085938	-134.312607
18906.152344	-134.498276
18949.218750	-134.981049
18992.285156	-134.288773
19035.351562	-133.823563
19078.417969	-134.316452
19121.484375	-134.683197
19164.550781	-134.559601
19207.617188	-134.333817
19250.683594	-134.695587
19293.750000	-135.058533
19336.816406	-134.557083
19379.882812	-134.227005
19422.949219	-134.756226
19466.015625	-135.092117
19509.082031	-134.980209
19552.148438	-134.962006
19595.214844	-135.045990
19638.281250	-135.213623
19681.347656	-134.684479
19724.414062	-134.592850
19767.480469	-134.916718
19810.546875	-134.889435
19853.613281	-134.977402
19896.679688	-134.827133
19939.746094	-134.932953
19982.812500	-134.875946
20025.878906	-134.716507
20068.945312	-134.880325
20112.011719	-134.932373
20155.078125	-134.793411
20198.144531	-133.748886
20241.210938	-132.685028
20284.277344	-133.485123
20327.343750	-134.831863
20370.410156	-134.750107
20413.476562	-134.264343
20456.542969	-134.657883
20499.609375	-134.828278
20542.675781	-134.718872
20585.742188	-134.979218
20628.808594	-135.211105
20671.875000	-134.501740
20714.941406	-133.513504
20758.007812	-134.121277
20801.074219	-135.379608
20844.140625	-136.015823
20887.207031	-136.709824
20930.273438	-137.661697
20973.339844	-138.392456
21016.406250	-139.293747
21059.472656	-140.604156
21102.539062	-141.707474
21145.605469	-142.895111
21188.671875	-145.375595
21231.738281	-147.739105
21274.804688	-150.013351
21317.871094	-153.064636
21360.937500	-155.774002
21404.003906	-158.576019
21447.070312	-161.720200
21490.136719	-164.115387
21533.203125	-163.934219
21576.269531	-163.992706
21619.335938	-164.484879
21662.402344	-163.975433
21705.468750	-164.838425
21748.535156	-163.683365
21791.601562	-165.802414
21834.667969	-165.585571
21877.734375	-164.630768
21920.800781	-161.339386
21963.867188	-158.938751
22006.933594	-163.403946
