Frequency (Hz)	Level (dB)
10077.539062	-67.236092
10120.605469	-67.702049
10163.671875	-68.037575
10206.738281	-68.104347
10249.804688	-67.966446
10292.871094	-67.749863
10335.937500	-67.707176
10379.003906	-67.757004
10422.070312	-67.709297
10465.136719	-67.693291
10508.203125	-67.507599
10551.269531	-67.542450
10594.335938	-67.720459
10637.402344	-68.176102
10680.468750	-68.962250
10723.535156	-69.585732
10766.601562	-70.044586
10809.667969	-70.222763
10852.734375	-70.195366
10895.800781	-70.113884
10938.867188	-70.313858
10981.933594	-70.513420
11025.000000	-70.506790
11068.066406	-70.659859
11111.132812	-71.056679
11154.199219	-71.283478
11197.265625	-71.021149
11240.332031	-70.747345
11283.398438	-70.543800
11326.464844	-70.552750
11369.531250	-71.276131
11412.597656	-71.564110
11455.664062	-71.696045
11498.730469	-72.195709
11541.796875	-72.524910
11584.863281	-72.473228
11627.929688	-72.643906
11670.996094	-72.965355
11714.062500	-73.111252
11757.128906	-73.231041
11800.195312	-73.063248
11843.261719	-73.072609
11886.328125	-72.887283
11929.394531	-72.759201
11972.460938	-72.557716
12015.527344	-72.533516
12058.593750	-72.908516
12101.660156	-73.571968
12144.726562	-73.924194
12187.792969	-74.121391
12230.859375	-74.202797
12273.925781	-74.391136
12316.992188	-74.586197
12360.058594	-74.578941
12403.125000	-74.489563
12446.191406	-74.395050
12489.257812	-74.365761
12532.324219	-74.555252
12575.390625	-74.513962
12618.457031	-74.405441
12661.523438	-74.536697
12704.589844	-74.661118
12747.656250	-74.744011
12790.722656	-75.024376
12833.789062	-75.296051
12876.855469	-75.549622
12919.921875	-75.685944
12962.988281	-75.631294
13006.054688	-75.676239
13049.121094	-75.880539
13092.187500	-75.727119
13135.253906	-75.646881
13178.320312	-75.527817
13221.386719	-75.825424
13264.453125	-75.886879
13307.519531	-75.856430
13350.585938	-75.780685
13393.652344	-75.686470
13436.718750	-75.965881
13479.785156	-76.219170
13522.851562	-76.367035
13565.917969	-76.566719
13608.984375	-76.693504
13652.050781	-76.607742
13695.117188	-76.674057
13738.183594	-76.739883
13781.250000	-76.858795
13824.316406	-77.120903
13867.382812	-76.926605
13910.449219	-77.038307
13953.515625	-77.220695
13996.582031	-77.209984
14039.648438	-77.167000
14082.714844	-77.171684
14125.781250	-77.278473
14168.847656	-77.334869
14211.914062	-77.445480
14254.980469	-77.624619
14298.046875	-77.753510
14341.113281	-77.707619
14384.179688	-77.963310
14427.246094	-78.081306
14470.312500	-78.118568
14513.378906	-78.330063
14556.445312	-78.151672
14599.511719	-78.192139
14642.578125	-78.430038
14685.644531	-78.546288
14728.710938	-78.423012
14771.777344	-78.252472
14814.843750	-78.307175
14857.910156	-78.386452
14900.976562	-78.594528
14944.042969	-78.851349
14987.109375	-79.069756
15030.175781	-79.150024
15073.242188	-79.078392
15116.308594	-79.069710
15159.375000	-79.371201
15202.441406	-79.532532
15245.507812	-79.474632
15288.574219	-79.531013
15331.640625	-79.569977
15374.707031	-79.572212
15417.773438	-79.464478
15460.839844	-79.273285
15503.906250	-79.365753
15546.972656	-79.407722
15590.039062	-79.449837
15633.105469	-79.785828
15676.171875	-79.950401
15719.238281	-80.966705
15762.304688	-86.214500
15805.371094	-95.359627
15848.437500	-99.849518
15891.503906	-109.042244
15934.570312	-118.075600
15977.636719	-119.647873
16020.703125	-120.285561
16063.769531	-120.936974
16106.835938	-121.634415
16149.902344	-122.252701
16192.968750	-122.452576
16236.035156	-122.420593
16279.101562	-122.102180
16322.167969	-122.047813
16365.234375	-122.487183
16408.300781	-123.172836
16451.367188	-123.742180
16494.433594	-125.292404
16537.500000	-127.015106
16580.566406	-128.768936
16623.632812	-130.126266
16666.699219	-132.864792
16709.765625	-136.893967
16752.832031	-135.288254
16795.898438	-133.584961
16838.964844	-134.619293
16882.031250	-136.210037
16925.097656	-134.859665
16968.164062	-133.372116
17011.230469	-134.539413
17054.296875	-136.675156
17097.363281	-135.129333
17140.429688	-133.904266
17183.496094	-135.351028
17226.562500	-137.340424
17269.628906	-135.750900
17312.695312	-134.200577
17355.761719	-135.433350
17398.828125	-137.903915
17441.894531	-136.235321
17484.960938	-134.918976
17528.027344	-136.387924
17571.093750	-138.366196
17614.160156	-136.331421
17657.226562	-134.747726
17700.292969	-136.091614
17743.359375	-138.582977
17786.425781	-137.057175
17829.492188	-135.539932
17872.558594	-136.817657
17915.625000	-138.579498
17958.691406	-136.981400
18001.757812	-135.433502
18044.824219	-136.543198
18087.890625	-139.151855
18130.957031	-137.657867
18174.023438	-136.142746
18217.089844	-137.555649
18260.156250	-139.255493
18303.222656	-137.578537
18346.289062	-136.122452
18389.355469	-137.231750
18432.421875	-139.307266
18475.488281	-138.158371
18518.554688	-136.910706
18561.621094	-138.050201
18604.687500	-139.675858
18647.753906	-138.214249
18690.820312	-136.855530
18733.886719	-137.926682
18776.953125	-140.210724
18820.019531	-139.148285
18863.085938	-137.809525
18906.152344	-138.786713
18949.218750	-140.106323
18992.285156	-138.714066
19035.351562	-137.333344
19078.417969	-137.854202
19121.484375	-139.109772
19164.550781	-138.838806
19207.617188	-137.909653
19250.683594	-139.014481
19293.750000	-140.719208
19336.816406	-139.723907
19379.882812	-138.594116
19422.949219	-139.502167
19466.015625	-141.394379
19509.082031	-140.718643
19552.148438	-139.685654
19595.214844	-140.311752
19638.281250	-141.269714
19681.347656	-140.528976
19724.414062	-139.384048
19767.480469	-139.170074
19810.546875	-139.795059
19853.613281	-139.166763
19896.679688	-138.511902
19939.746094	-139.614822
19982.812500	-141.396713
20025.878906	-141.574127
20068.945312	-141.549423
20112.011719	-142.626846
20155.078125	-144.069519
20198.144531	-143.566406
20241.210938	-142.295380
20284.277344	-142.486191
20327.343750	-142.426880
20370.410156	-142.212692
20413.476562	-142.453888
20456.542969	-143.134888
20499.609375	-143.404602
20542.675781	-142.929398
20585.742188	-142.867752
20628.808594	-143.852432
20671.875000	-144.995010
20714.941406	-144.526489
20758.007812	-143.676086
20801.074219	-144.771301
20844.140625	-145.930832
20887.207031	-145.454636
20930.273438	-144.219284
20973.339844	-144.448090
21016.406250	-146.284180
21059.472656	-147.537979
21102.539062	-149.152435
21145.605469	-151.127060
21188.671875	-152.782349
21231.738281	-153.503723
21274.804688	-153.594467
21317.871094	-155.145630
21360.937500	-157.901566
21404.003906	-161.060806
21447.070312	-163.971817
21490.136719	-165.593979
21533.203125	-166.194183
21576.269531	-166.314346
21619.335938	-164.337616
21662.402344	-162.822159
21705.468750	-164.148941
21748.535156	-164.670761
21791.601562	-164.420349
21834.667969	-167.450272
21877.734375	-169.198303
21920.800781	-164.910126
21963.867188	-162.369308
22006.933594	-168.342606
